Mean Block Receive Time_x,Mean Block Size_y,Total average traffic/node,Label
586.072,436013,822.224,0
533.928,606000,1140.95,0
283.082,477269,899.581,0
531.02,421923,795.806,0
775.613,527758,982.095,1
844.88,548020,1017.66,1
533.856,606000,1140.95,0
515.112,551064,1037.94,0
757.899,494480,918.404,1
590.834,509506,960.024,0
789.682,527578,982.054,1
785.881,521886,969.937,1
796.746,495498,919.284,1
455.95,628259,1182.69,0
283.029,477269,899.581,0
816.818,523363,974.214,1
776.533,507843,944.735,1
763.322,523515,973.376,1
494.295,358722,677.304,0
769.012,536471,994.27,1
663.42,523363,974.214,1
517.575,475198,895.697,0
461.351,389327,734.689,0
771.126,532354,989.21,1
781.982,534915,993.499,1
817.863,545006,1008.24,1
1267.65,585971,1103.4,0
623.904,567459,1068.69,0
810.795,531248,988.015,1
1115.98,329200,621.95,0
806.998,522566,968.333,1
820.373,508556,944.674,1
494.425,358722,677.304,0
806.999,522566,968.333,1
798.886,517161,960.232,1
790.478,503872,935.035,1
790.48,503872,935.035,1
585.876,605493,1140,0
781.226,522506,971.288,1
810.435,508738,943.456,1
778.281,529385,982.101,1
785.786,526855,981.3,1
582.558,580322,1092.81,0
605.108,534915,993.499,1
817.588,521269,967.889,1
796.746,495498,919.284,1
725.089,643812,1211.85,0
778.28,529385,982.101,1
693.868,366198,691.321,0
454.556,471388,888.553,0
527.772,635086,1195.49,0
631.758,527578,982.054,1
799.729,525438,975.891,1
738.796,531169,989.392,1
761.996,495943,921.732,1
766.712,527666,982.951,1
757.898,494480,918.404,1
693.92,366198,691.321,0
820.615,522660,969.755,1
991.607,628726,1183.56,0
799.31,537893,1001.38,1
747.259,772806,1453.71,0
793.469,518725,962.853,1
483.458,407391,768.558,0
847.048,549057,1017.86,1
456.034,628259,1182.69,0
370.097,610082,1148.6,0
725.115,643812,1211.85,0
372.122,537918,1013.3,0
991.714,628726,1183.56,0
785.785,526855,981.3,1
567.339,468419,882.987,0
